aircraft_id,airline,model,manufacture_year,fleet_type,airline_name,hub,fleet_size
FFT486,FFT,A320neo,2017,Narrow,Frontier Airlines,DEN,200
DAL321,DAL,A320,2012,Narrow,Delta Air Lines,ATL,900
UAL954,UAL,B757,2018,Wide,United Airlines,ORD,850
UAL380,UAL,B757,2007,Wide,United Airlines,ORD,850
UAL327,UAL,B757,2013,Wide,United Airlines,ORD,850
FFT566,FFT,A320neo,2021,Narrow,Frontier Airlines,DEN,200
SWA160,SWA,B737-MAX,2014,Narrow,Southwest Airlines,DAL,700
DAL715,DAL,A320,2018,Narrow,Delta Air Lines,ATL,900
FFT806,FFT,A320neo,2016,Narrow,Frontier Airlines,DEN,200
JBU698,JBU,A321,2012,Wide,JetBlue,JFK,300
JBU891,JBU,A321,2019,Wide,JetBlue,JFK,300
SWA668,SWA,B737-MAX,2010,Narrow,Southwest Airlines,DAL,700
JBU838,JBU,A321,2015,Wide,JetBlue,JFK,300
DAL800,DAL,A320,2017,Narrow,Delta Air Lines,ATL,900
SWA422,SWA,B737-MAX,2017,Narrow,Southwest Airlines,DAL,700
SWA845,SWA,B737-MAX,2006,Narrow,Southwest Airlines,DAL,700
SWA566,SWA,B737-MAX,2019,Narrow,Southwest Airlines,DAL,700
DAL164,DAL,A320,2005,Narrow,Delta Air Lines,ATL,900
AAL284,AAL,B737-800,2017,Narrow,American Airlines,DFW,950
FFT908,FFT,A320neo,2017,Narrow,Frontier Airlines,DEN,200
DAL303,DAL,A320,2021,Narrow,Delta Air Lines,ATL,900
SWA852,SWA,B737-MAX,2006,Narrow,Southwest Airlines,DAL,700
SWA831,SWA,B737-MAX,2021,Narrow,Southwest Airlines,DAL,700
JBU916,JBU,A321,2005,Wide,JetBlue,JFK,300
DAL760,DAL,A320,2010,Narrow,Delta Air Lines,ATL,900
AAL722,AAL,B737-800,2016,Narrow,American Airlines,DFW,950
NKS772,NKS,A319,2020,Narrow,Spirit Airlines,FLL,250
DAL755,DAL,A320,2017,Narrow,Delta Air Lines,ATL,900
JBU196,JBU,A321,2012,Wide,JetBlue,JFK,300
UAL412,UAL,B757,2015,Wide,United Airlines,ORD,850
JBU232,JBU,A321,2016,Wide,JetBlue,JFK,300
SWA708,SWA,B737-MAX,2010,Narrow,Southwest Airlines,DAL,700
NKS244,NKS,A319,2013,Narrow,Spirit Airlines,FLL,250
AAL791,AAL,B737-800,2015,Narrow,American Airlines,DFW,950
NKS911,NKS,A319,2008,Narrow,Spirit Airlines,FLL,250
SWA755,SWA,B737-MAX,2005,Narrow,Southwest Airlines,DAL,700
SWA988,SWA,B737-MAX,2005,Narrow,Southwest Airlines,DAL,700
FFT560,FFT,A320neo,2021,Narrow,Frontier Airlines,DEN,200
JBU231,JBU,A321,2013,Wide,JetBlue,JFK,300
SWA998,SWA,B737-MAX,2020,Narrow,Southwest Airlines,DAL,700
UAL743,UAL,B757,2012,Wide,United Airlines,ORD,850
SWA622,SWA,B737-MAX,2021,Narrow,Southwest Airlines,DAL,700
AAL712,AAL,B737-800,2005,Narrow,American Airlines,DFW,950
DAL999,DAL,A320,2013,Narrow,Delta Air Lines,ATL,900
UAL423,UAL,B757,2008,Wide,United Airlines,ORD,850
NKS940,NKS,A319,2012,Narrow,Spirit Airlines,FLL,250
DAL105,DAL,A320,2011,Narrow,Delta Air Lines,ATL,900
NKS511,NKS,A319,2017,Narrow,Spirit Airlines,FLL,250
DAL439,DAL,A320,2021,Narrow,Delta Air Lines,ATL,900
